date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:07:36	4201/4201	---M--	200	added ('OK')	image/png	etag:%22b0c720571bc7c36b897921116b3f11ae%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092e71a2fbdf21655b7f843_TheGraph_CircleLogo.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6092e71a2fbdf21655b7f843_TheGraph_CircleLogo.png	(from https://www.avax.network/)
15:07:37	31245/31245	---M--	200	added ('OK')	image/png	etag:%22506f066503738f9a60bc7634b7ad6e5d%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6065903fe4db329bbe80f8ed_Terminal.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6065903fe4db329bbe80f8ed_Terminal.png	(from https://www.avax.network/)
15:07:38	8996/8996	---M--	200	added ('OK')	image/png	etag:%22f499eeb2c81b5c4490aee5e117cb4f8b%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/610a9981a324f9842462aad5_6092f5d69ec5d95b4a7a8767_Lamasticards.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/610a9981a324f9842462aad5_6092f5d69ec5d95b4a7a8767_Lamasticards.png	(from https://www.avax.network/)
15:07:38	2093728/2093728	---M--	200	added ('OK')	image/jpeg	etag:%226f8d2da7f1f020128d0e57818a129494%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/61e061a29159e7550de707de_sean-pollock-PhYq704ffdA-unsplash.jpg	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/61e061a29159e7550de707de_sean-pollock-PhYq704ffdA-unsplash.jpg	(from https://www.avax.network/)
15:07:38	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:07:38%20GMT	https://www.avax.network/roadmap	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/roadmap	(from https://www.avax.network/)
15:07:39	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:07:39%20GMT	https://www.avax.network/avalanche-x	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/avalanche-x	(from https://www.avax.network/)
15:07:39	72002/72002	---M-Z	200	added ('OK')	text/html	date:Wed,%2023%20Mar%202022%2014:07:39%20GMT	https://www.avax.network/privacy-policy	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/privacy-policy.html	(from https://www.avax.network/)
15:07:40	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6059b554e81c705f9dd2dd32	C:/Users/THIS%20PC/Desktop/my%20projects/avax/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c87551.js	(from https://www.avax.network/)
15:07:40	211851/211851	---M-Z	200	added ('OK')	text/javascript	etag:%22ae3400800848acf64a184b5472f345c6%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/js/avax-20210101.57b0d4428.js	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/js/avax-20210101.57b0d4428.js	(from https://www.avax.network/)
15:07:42	101859/101859	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2023%20Mar%202022%2014:07:41%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/THIS%20PC/Desktop/my%20projects/avax/connect.facebook.net/en_US/fbevents.js	(from https://www.avax.network/)
15:07:42	7813/7813	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Mar%202022%2023:45:34%20GMT	https://snap.licdn.com/li.lms-analytics/insight.min.js	C:/Users/THIS%20PC/Desktop/my%20projects/avax/snap.licdn.com/li.lms-analytics/insight.min.js	(from https://www.avax.network/)
15:07:44	53017/53017	---M-Z	200	added ('OK')	application/javascript	etag:%2291eb408d013331970edc7ee2ce214534+gzip+gzip%22	http://static.ads-twitter.com/uwt.js	C:/Users/THIS%20PC/Desktop/my%20projects/avax/static.ads-twitter.com/uwt.js	(from https://www.avax.network/)
15:07:44	37771/37771	---M--	200	added ('OK')	image/png	etag:%2274798343d22232688064aefc3d611801%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/608a756560f19c57e8d76e38_GitHub.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/608a756560f19c57e8d76e38_GitHub.png	(from https://www.avax.network/developers)
15:07:46	93205/93205	---M--	200	added ('OK')	image/jpeg	etag:%2216d7f88198baacb1b814dcd2871c9796%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6090c39a03a470f752070d03_jeff-garzik.jpeg	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6090c39a03a470f752070d03_jeff-garzik.jpg	(from https://www.avax.network/developers)
15:07:47	2566617/2566617	---M--	200	added ('OK')	image/jpeg	etag:%223cdf8862ce94d29bd17a83e29b4babc2%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6090c371bfd76db40f416690_Sergey%20Nazarov.jpeg	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6090c371bfd76db40f416690_Sergey%20Nazarov.jpg	(from https://www.avax.network/developers)
15:07:47	36770/36770	---M--	200	added ('OK')	image/jpeg	etag:%22b6282cd9af717de12ee9f463d927fd8c%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6090c3a989a40f3b53562581_Dmitry%20T.jpeg	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6090c3a989a40f3b53562581_Dmitry%20T.jpg	(from https://www.avax.network/developers)
15:07:47	282907/282907	---M--	200	added ('OK')	image/jpeg	etag:%228c075e86af1e535779997d5b4f482025%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6090c87fc76cc75d37b6fd94_Ganesh%20Swami.jpeg	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6090c87fc76cc75d37b6fd94_Ganesh%20Swami.jpg	(from https://www.avax.network/developers)
15:07:48	5534/5534	---M--	200	added ('OK')	image/png	etag:%228acd7f3036984b113912668d871bbd7c%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bbe164bdeb7944372096_Binanace_Link.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bbe164bdeb7944372096_Binanace_Link.png	(from https://www.avax.network/individuals)
15:07:48	1800/1800	---M--	200	added ('OK')	image/png	etag:%22ad3fd4a0e7646ebb07074dfd00cb6ddf%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6091aec8c2c1f1bcc948b6c9_FTX_Link.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6091aec8c2c1f1bcc948b6c9_FTX_Link.png	(from https://www.avax.network/individuals)
15:07:49	2543/2543	---M--	200	added ('OK')	image/png	etag:%22e90dc605c0925e304d241dc6ae01b6f0%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6091c1d882bcc2c074b368a9_Pangolin_Link.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6091c1d882bcc2c074b368a9_Pangolin_Link.png	(from https://www.avax.network/individuals)
15:07:49	3787/3787	---M--	200	added ('OK')	image/png	etag:%2257937f8dd57336816ef7002bf3e8840a%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc3d898f3541b520d66a_OKEX_Link.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc3d898f3541b520d66a_OKEX_Link.png	(from https://www.avax.network/individuals)
15:07:49	4251/4251	---M--	200	added ('OK')	image/png	etag:%222f98bd903af05d42fd6628f4dd4b558c%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc4685329d96153230eb_Huobi.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc4685329d96153230eb_Huobi.png	(from https://www.avax.network/individuals)
15:07:49	3125/3125	---M--	200	added ('OK')	image/png	etag:%22528a2909a97449c8f4dc5654fa454413%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc555db627de2b1d7dfb_Paribu.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc555db627de2b1d7dfb_Paribu.png	(from https://www.avax.network/individuals)
15:07:50	2982/2982	---M--	200	added ('OK')	image/png	etag:%224f484bc9e3103b0cc71d533ecaac00d1%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc5e1b45fe66d4edb77a_Gate.io_Link.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bc5e1b45fe66d4edb77a_Gate.io_Link.png	(from https://www.avax.network/individuals)
15:07:50	3028/3028	---M--	200	added ('OK')	image/png	etag:%2285ca5349eb86835463104c3c1bb7d12a%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6091ae9c851d872aa94eea29_Bitfinex_Link.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6091ae9c851d872aa94eea29_Bitfinex_Link.png	(from https://www.avax.network/individuals)
15:07:50	2473/2473	---M--	200	added ('OK')	image/png	etag:%224a7593d166aef23b0e50ceec77ba70de%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6091c0eb5f2ef6a871cc4aed_Crypto.com_Link.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6091c0eb5f2ef6a871cc4aed_Crypto.com_Link.png	(from https://www.avax.network/individuals)
15:07:50	3429/3429	---M--	200	added ('OK')	image/png	etag:%220f7545637f10b24e035dde3d357d9e14%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/60c2704b4f1cda5154aa11f4_7F10B24E035DDE3D.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/60c2704b4f1cda5154aa11f4_7F10B24E035DDE3D.png	(from https://www.avax.network/individuals)
15:07:51	4278/4278	---M--	200	added ('OK')	image/png	etag:%228f7c68d9b3e72bb19d6951f115b89c91%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6203e8b80c4ffd44b6b60f6f_upbit%20copy.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6203e8b80c4ffd44b6b60f6f_upbit%20copy.png	(from https://www.avax.network/individuals)
15:07:51	3330/3330	---M--	200	added ('OK')	image/png	etag:%22ea68cf6839cbb15bb2d3ff2a9f27f8be%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bcb05244ad2f555bbd9f_Ledger_Link.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bcb05244ad2f555bbd9f_Ledger_Link.png	(from https://www.avax.network/individuals)
15:07:51	4058/4058	---M--	200	added ('OK')	image/png	etag:%22047f1a67d4b4d8cbee89e28dbfc747c6%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092bca769eec83fa901c7ff_AvalancheWallet_Link.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6092bca769eec83fa901c7ff_AvalancheWallet_Link.png	(from https://www.avax.network/individuals)
15:07:51	2020/2020	---M--	200	added ('OK')	image/png	etag:%228834a9e7192e596ab4f8786bbf5b0c78%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6091b38f920893e8ca8e3512_Frontier_Link.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6091b38f920893e8ca8e3512_Frontier_Link.png	(from https://www.avax.network/individuals)
15:07:52	80657/80657	---M--	200	added ('OK')	image/png	etag:%223a45bf2c0b4ed3c2c1699d0a2b28b8e3%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/607470baa500f9f2cc5a14ff_Explorer.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/607470baa500f9f2cc5a14ff_Explorer.png	(from https://www.avax.network/individuals)
15:07:56	704601/704601	---M--	200	added ('OK')	image/png	etag:%229b5b94e086bce4531019c4eb16839798%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/61e04e25cf303386615e0326_20220101_FND002_0.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/61e04e25cf303386615e0326_20220101_FND002_0.png	(from https://www.avax.network/)
15:07:56	1612841/1612841	---M--	200	added ('OK')	image/png	etag:%222d567832bb9a1ef73b15e8d11efdbc35%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/61e05f2f45ea9e53ecbee6b7_mock-physical-crypto-tokens-on-a-dark-surface.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/61e05f2f45ea9e53ecbee6b7_mock-physical-crypto-tokens-on-a-dark-surface.png	(from https://www.avax.network/press)
15:07:57	1716780/1716780	---M--	200	added ('OK')	image/jpeg	etag:%222aa6d1e2596620a8890ffc9dd21af318%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/60923869b2cb625a44a41e02_Commerce.jpeg	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/60923869b2cb625a44a41e02_Commerce.jpg	(from https://www.avax.network/press)
15:07:58	194260/194260	---M--	200	added ('OK')	image/png	etag:%22d74fe9f577e39d0cdc2a3db18890f655%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6078abbfe9d7aa11d4a0a9df_block%20building.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6078abbfe9d7aa11d4a0a9df_block%20building.png	(from https://www.avax.network/press)
15:07:58	1426311/1426311	---M--	200	added ('OK')	image/jpeg	etag:%223b7b0b7c9415a13bfdac9f5e4ba7c459%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/61e0611d6be61aa0d889bc7a_sandro-katalina-k1bO_VTiZSs-unsplash.jpg	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/61e0611d6be61aa0d889bc7a_sandro-katalina-k1bO_VTiZSs-unsplash.jpg	(from https://www.avax.network/press)
15:08:04	1608309/1608309	---M--	200	added ('OK')	image/jpeg	etag:%22545733771296d49f3bb4fa85bc822571%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/609236fc1f1b9f238264e349_Avalanche-Bright.jpeg	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/609236fc1f1b9f238264e349_Avalanche-Bright.jpg	(from https://www.avax.network/press)
15:08:04	632155/632155	---M--	200	added ('OK')	image/jpeg	etag:%220be1df3f833498d13723d64ca0f795bd%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/61e05cb2bc027d51a02bc129_rawfilm-ihMzQV3lleo-unsplash.jpg	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/61e05cb2bc027d51a02bc129_rawfilm-ihMzQV3lleo-unsplash.jpg	(from https://www.avax.network/press)
15:08:05	122601/122601	---M--	200	added ('OK')	image/jpeg	etag:%22962a7a5dc8389b5f06a3db2ac469d179%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092e2422fbdf25684b7d0e3_Avalanche%20-%20The%20Block.jpeg	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6092e2422fbdf25684b7d0e3_Avalanche%20-%20The%20Block.jpg	(from https://www.avax.network/press)
15:08:06	117738/117738	---M--	200	added ('OK')	image/png	etag:%22424f5634d9c4ecd8cce46a1578c51424%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6092031e5d1ccc51abce068f_clubhouse.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6092031e5d1ccc51abce068f_clubhouse.png	(from https://www.avax.network/community)
15:08:10	1845281/1845281	---M--	200	added ('OK')	image/png	etag:%22d95362763af07d3d143df7c0f86bb088%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/6090a3879e5e382c5979defd_bloomberg.png	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/6090a3879e5e382c5979defd_bloomberg.png	(from https://www.avax.network/press)
15:08:12	3333152/3333152	---M--	200	added ('OK')	image/jpeg	etag:%22345534397a9daf142bde56f0ab878131%22	https://assets.website-files.com/6059b554e81c705f9dd2dd32/61e05e1ed34f4d0b8dcb87d0_avalanche-getty-image.jpeg	C:/Users/THIS%20PC/Desktop/my%20projects/avax/assets.website-files.com/6059b554e81c705f9dd2dd32/61e05e1ed34f4d0b8dcb87d0_avalanche-getty-image.jpg	(from https://www.avax.network/press)
15:08:13	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:08:08%20GMT	https://www.avax.network/ecosystem	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/ecosystem	(from https://www.avax.network/)
15:08:13	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:08:11%20GMT	https://www.avax.network/avalanche-x	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/avalanche-x	(from https://www.avax.network/)
15:08:13	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:08:08%20GMT	https://www.avax.network/roadmap	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/roadmap	(from https://www.avax.network/)
15:08:13	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:08:13%20GMT	https://www.avax.network/c	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/c.3a.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:08:14	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Wed,%2023%20Mar%202022%2014:08:14%20GMT	https://www.avax.network/b	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/b	(from https://connect.facebook.net/en_US/fbevents.js)
15:08:14	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:08:14%20GMT	https://www.avax.network/POST	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/POST	(from https://connect.facebook.net/en_US/fbevents.js)
15:08:15	43/43	---M-Z	200	added ('OK')	image/gif	date:Wed,%2023%20Mar%202022%2014:08:15%20GMT	https://px.ads.linkedin.com/insight_tag_errors.gif?	C:/Users/THIS%20PC/Desktop/my%20projects/avax/px.ads.linkedin.com/insight_tag_errorsd41d.gif	(from https://snap.licdn.com/li.lms-analytics/insight.min.js)
15:08:59	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:08:16%20GMT	https://www.avax.network/b	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:09:02	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:08:16%20GMT	https://www.avax.network/avalanche-x	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/avalanche-x	(from https://www.avax.network/)
15:09:02	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:08:16%20GMT	https://www.avax.network/roadmap	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/roadmap	(from https://www.avax.network/)
15:09:02	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:08:16%20GMT	https://www.avax.network/ecosystem	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/ecosystem	(from https://www.avax.network/)
15:09:02	0/-1	---M--	502	error ('')			https://www.avax.network/c	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/c	(from https://connect.facebook.net/en_US/fbevents.js)
15:09:02	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:09:00%20GMT	https://www.avax.network/POST	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/POST	(from https://connect.facebook.net/en_US/fbevents.js)
15:09:02	0/-1	---M--	502	error ('')			https://www.avax.network/c	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/c	(from https://connect.facebook.net/en_US/fbevents.js)
15:09:03	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:09:03%20GMT	https://www.avax.network/POST	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/POST	(from https://connect.facebook.net/en_US/fbevents.js)
15:09:03	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Wed,%2023%20Mar%202022%2014:09:03%20GMT	https://www.avax.network/b	C:/Users/THIS%20PC/Desktop/my%20projects/avax/www.avax.network/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
